ID,RecipeID,Weight,HopID,StepID
756,107,125,113,4
757,107,37.5,113,3
758,107,25,113,2
759,107,37.5,113,1
760,108,125,92,4
761,108,37.5,92,3
762,108,20,92,2
763,108,2.5,92,1
764,109,12.5,3,3
765,109,6.25,3,1
766,109,12.5,13,3
767,109,6.25,13,1
768,109,7.5,17,3
769,109,5,17,2
770,109,7.5,19,3
771,109,5,19,2
772,111,62.5,60,1
773,111,25,66,3
774,112,12.5,10,3
775,112,12.5,18,3
776,112,12.5,64,1
777,113,18.75,87,3
778,113,6.25,87,2
779,113,5,39,2
780,113,7.5,39,1
781,113,18.75,57,3
782,113,6.25,57,2
783,114,62.5,17,3
784,114,5,17,2
785,114,100,19,4
786,114,62.5,19,3
787,114,5,19,2
788,114,20,19,1
789,116,10,31,3
790,116,25,31,1
791,116,10,33,3
792,116,25,33,1
793,116,250,146,2
794,116,375,151,2
795,117,15,96,10
796,117,5,3,3
797,117,6,3,2
798,117,5,13,3
799,117,6,13,2
800,117,12.5,39,1
801,117,10,44,1
802,117,25,165,10
803,117,25,179,10
804,117,5,66,3
805,118,25,13,1
806,118,50,19,1
807,118,12.5,124,1
808,118,12.5,124,6
809,118,25,33,1
810,118,25,33,6
811,119,12.5,3,3
812,119,5,3,2
813,119,2.5,3,1
814,119,8.5,129,8
815,119,62.5,146,5
816,119,20,45,3
817,119,5,45,2
818,119,2.5,172,2
819,120,100,44,4
820,120,20,44,3
821,120,10,44,2
822,120,20,44,1
823,120,87.5,45,4
824,120,20,45,3
825,120,10,45,2
826,120,20,45,1
827,121,15,18,4
828,121,5.5,131,2
829,121,15,82,4
830,121,2.5,82,2
831,121,10,156,4
832,121,5.5,44,1
833,121,2.5,97,2
834,121,20,45,4
835,121,7,90,1
836,122,12.5,12,3
837,122,12.5,12,2
838,122,12.5,129,5
839,122,125,146,5
840,122,25,152,5
841,122,25,44,1
842,122,25,168,5
843,122,3.5,173,5
844,122,12.5,57,3
845,122,12.5,57,2
846,123,12.5,91,3
847,123,12.5,91,2
848,123,25,91,1
849,123,7.5,138,5
850,123,10,140,5
851,123,25,154,5
852,123,25,97,3
853,123,25,97,2
854,125,10,31,1
855,125,75,57,1
856,126,20,105,3
857,126,187.5,43,4
858,126,37.5,43,3
859,126,37.5,43,2
860,126,12.5,43,1
861,127,125,13,4
862,127,25,13,3
863,127,25,13,2
864,127,125,19,4
865,127,25,19,3
866,127,25,19,2
867,127,50,19,1
868,127,125,20,4
869,127,25,20,3
870,127,25,20,2
871,128,37.5,107,3
872,128,6.2999999999999998,142,3
873,128,125,151,3
874,128,25,39,1
875,133,17.5,3,3
876,133,10,3,2
877,133,5,3,1
878,133,17.5,17,3
879,133,10,17,2
880,133,5,17,1
881,134,250,64,4
882,134,37.5,64,3
883,134,25,64,2
884,134,2.5,64,1
885,139,125,3,4
886,139,37.5,3,3
887,139,25,3,1
888,139,12.5,124,3
889,139,12.5,124,2
890,139,125,183,4
891,139,37.5,59,3
892,139,25,59,1
893,140,100,105,2
894,140,36,82,1
895,140,50,161,3
896,140,37.5,66,3
897,141,62.5,2,4
898,141,18.5,2,3
899,141,18.5,2,2
900,141,25,39,1
901,141,62.5,43,4
902,141,12.5,43,3
903,141,12.5,43,2
904,141,62.5,59,4
905,141,18.5,59,2
906,142,62.5,101,3
907,142,187.5,17,4
908,142,112.5,20,4
909,142,37.5,20,3
910,142,37.5,20,2
911,142,4,20,1
912,142,2.5,155,10
913,142,200,43,4
914,142,250,184,3
915,144,250,125,10
916,144,140,135,3
917,144,12.5,33,2
918,144,90,176,3
919,144,12.5,57,2
920,144,15,92,1
921,145,250,22,4
922,145,37.5,22,3
923,145,25,22,2
924,145,15,22,1
925,146,250,93,4
926,146,37.5,93,3
927,146,25,93,2
928,146,2.5,93,1
929,147,250,114,4
930,147,37.5,114,3
931,147,25,114,2
932,147,37.5,114,1
933,148,12.5,64,1
934,149,50,3,4
935,149,37.5,17,4
936,149,12.5,17,3
937,149,12.5,17,2
938,149,62.5,20,4
939,149,16.5,114,3
940,149,438,171,3
941,149,87.5,59,4
942,149,12.5,64,4
943,150,125,3,4
944,150,25,3,3
945,150,31,148,7
946,150,37.5,148,4
947,150,125,44,4
948,150,12.5,44,3
949,150,50,44,1
950,151,57.5,3,4
951,151,19,3,3
952,151,19,3,2
953,151,250,104,3
954,151,57.5,17,4
955,151,19,36,1
956,151,3.8999999999999999,154,3
957,151,28.5,44,3
958,151,19,44,2
959,151,9.5,44,1
960,151,7.7000000000000002,170,3
961,151,57.5,59,4
962,152,25,13,1
963,152,50,19,1
964,152,12.5,124,3
965,152,12.5,124,2
966,152,25,33,3
967,152,25,33,2
968,153,12.5,91,1
969,153,62.5,17,4
970,153,12.5,17,3
971,153,12.5,18,1
972,153,62.5,20,4
973,153,12.5,20,3
974,153,25,22,4
975,153,12.5,22,2
976,153,37.5,112,4
977,153,12.5,112,2
978,153,375,182,3
979,153,62.5,59,4
980,153,12.5,59,3
981,154,37.5,145,10
982,154,12.5,44,3
983,154,12.5,44,2
984,154,5,44,1
985,155,25,3,3
986,155,1,109,3
987,155,0.5,134,3
988,155,5,140,3
989,155,5,173,3
990,155,25,59,3
991,156,200,17,4
992,156,25,17,2
993,156,75,17,1
994,156,150,20,4
995,156,25,20,3
996,156,200,59,4
997,156,25,59,3
998,156,25,59,2
999,157,12.5,36,2
1000,157,75,74,4
1001,157,37.5,52,4
1002,157,37.5,52,3
1003,157,12.5,57,1
1004,158,19,82,2
1005,158,11.5,36,2
1006,158,7.5,36,1
1007,160,38.5,110,3
1008,160,77,17,3
1009,160,19,17,2
1010,160,38.5,17,1
1011,161,100,13,4
1012,161,25,13,3
1013,161,12.5,13,2
1014,161,87.5,17,4
1015,161,25,17,1
1016,161,112.5,20,4
1017,161,12.5,20,3
1018,161,12.5,20,2
1019,161,87.5,59,4
1020,161,25,59,3
1021,164,5,21,1
1022,164,12.5,87,1
1023,164,12.5,57,3
1024,166,25,124,3
1025,166,25,124,3
1026,166,20,21,1
1027,166,250,135,3
1028,166,50,66,3
1029,167,137.5,3,4
1030,167,18.5,3,3
1031,167,6,3,2
1032,167,12.5,3,1
1033,167,87.5,13,4
1034,167,12.5,13,3
1035,167,12.5,13,2
1036,167,12.5,13,1
1037,167,100,20,4
1038,167,12.5,20,3
1039,167,6,20,2
1040,167,6,20,1
1041,167,250,193,10
1042,171,12.5,125,3
1043,171,31.25,31,3
1044,171,125,151,10
1045,171,62.5,39,1
1046,171,31.25,66,3
1047,172,25,108,3
1048,172,20,123,3
1049,172,50,123,10
1050,172,12.5,82,1
1051,172,375,151,3
1052,173,100,3,4
1053,173,37.5,3,3
1054,173,100,17,4
1055,173,37.5,17,3
1056,173,100,20,4
1057,173,37.5,20,3
1058,173,10,21,1
1059,175,17.5,3,3
1060,175,17.5,3,2
1061,175,17.5,3,1
1062,175,17.5,20,3
1063,175,17.5,20,2
1064,175,17.5,20,1
1065,175,2.5,147,3
1066,175,22.5,45,3
1067,175,17.5,59,3
1068,175,17.5,59,2
1069,175,17.5,59,1
1070,176,5,31,3
1071,176,10,31,1
1072,176,10,82,3
1073,176,10,82,1
1074,176,5,44,3
1075,176,10,44,1
1076,177,70,10,4
1077,177,75,10,3
1078,177,75,10,2
1079,177,75,17,3
1080,177,25,17,2
1081,177,25,17,1
1082,177,27.5,121,3
1083,177,75,21,3
1084,177,25,21,2
1085,177,25,21,1
1086,177,70,45,4
1087,177,75,45,3
1088,177,75,45,2
1089,177,70,59,4
1090,178,41.5,19,3
1091,178,41.5,19,2
1092,178,13.5,19,1
1093,179,41.5,70,3
1094,179,41.5,70,2
1095,179,2.5,70,1
1096,180,41.5,42,3
1097,180,41.5,42,2
1098,180,41.5,42,1
1099,181,41.5,55,3
1100,181,41.5,55,2
1101,181,41.5,55,1
1102,182,62.5,3,4
1103,182,25,3,3
1104,182,12.5,3,2
1105,182,62.5,20,4
1106,182,25,20,3
1107,182,25,21,1
1108,182,62.5,43,4
1109,182,25,43,3
1110,182,62.5,59,4
1111,182,25,59,3
1112,182,12.5,59,2
1113,183,7.5,2,3
1114,183,7.5,2,2
1115,183,7.5,2,1
1116,183,5,19,3
1117,183,5,19,2
1118,183,20,133,7
1119,183,500,162,7
1120,183,6,45,3
1121,183,12.5,59,3
1122,184,10,70,4
1123,184,17.5,70,3
1124,184,17.5,70,2
1125,184,17.5,70,1
1126,184,10,82,4
1127,184,17.5,82,3
1128,184,17.5,82,2
1129,184,17.5,82,1
1130,184,2.5,147,3
1131,184,10,59,4
1132,184,17.5,60,3
1133,184,17.5,60,2
1134,184,17.5,60,1
1135,185,5,174,7
1136,185,1.5,60,4
1137,185,10,60,3
1138,185,10,60,2
1139,185,15,60,1
1140,187,1.5,3,4
1141,187,5,3,3
1142,187,8.5,3,1
1143,187,1.5,20,4
1144,187,5,20,3
1145,187,8.5,20,1
1146,187,1.5,59,4
1147,187,5,59,3
1148,187,8.5,59,1
1149,188,3.5,20,1
1150,188,1.5,60,1
1151,190,38.5,17,4
1152,190,19,17,3
1153,190,19,17,2
1154,190,38.5,21,1
1155,190,19,72,1
1156,190,38.5,165,10
1157,190,38.5,59,4
1158,190,19,59,3
1159,190,19,59,2
1160,190,0,191,10
1161,190,38.5,66,4
1162,190,19,66,3
1163,191,0,118,10
1164,191,50,19,1
1165,191,25,126,3
1166,191,25,33,3
1167,191,25,33,2
1168,191,1.5,139,3
1169,191,1250,146,3
1170,191,25,66,3
1171,192,12.5,10,2
1172,192,12.5,10,1
1173,192,500,151,2
1174,192,25,60,3
1175,192,12.5,60,2
1176,192,25,66,3
1177,193,25,42,3
1178,193,7.5,42,1
1179,193,25,116,3
1180,193,7.5,116,1
1181,194,62.5,106,10
1182,194,50,10,4
1183,194,12.5,10,3
1184,194,50,17,4
1185,194,12.5,17,2
1186,194,6,18,1
1187,194,50,20,4
1188,194,12.5,20,3
1189,194,10,20,2
1190,194,2.5,20,1
1191,194,25,121,3
1192,194,25,156,3
1193,194,50,43,4
1194,194,12.5,43,3
1195,194,12.5,45,4
1196,194,62.5,181,10
1197,194,12.5,59,4
1198,195,65,100,10
1199,195,65,102,10
1200,195,65,105,10
1201,195,50,10,4
1202,195,12.5,10,3
1203,195,50,17,4
1204,195,12.5,17,2
1205,195,6,18,1
1206,195,50,20,4
1207,195,12.5,20,3
1208,195,10,20,2
1209,195,2.5,20,1
1210,195,65,130,10
1211,195,50,43,4
1212,195,12.5,43,3
1213,195,12.5,45,4
1214,195,65,181,10
1215,195,12.5,59,4
1216,195,65,183,10
1217,195,65,186,10
1218,196,15,3,3
1219,196,7.5,3,1
1220,196,5,160,10
1221,196,15,60,3
