ID,RecipeID,Weight,HopID,StepID
1222,196,7.5,60,1
1223,197,25,87,3
1224,197,25,39,1
1225,198,2.5,95,3
1226,198,2.5,120,3
1227,198,2.5,122,3
1228,198,12.5,31,2
1229,198,2.5,138,3
1230,198,2.5,140,3
1231,198,2.5,39,1
1232,198,2.5,164,3
1233,198,375,175,3
1234,198,1.5,184,3
1235,198,12.5,66,2
1236,200,1,163,7
1237,200,25,20,3
1238,200,12.5,20,2
1239,200,12.5,20,1
1240,200,50,137,3
1241,200,6.5,140,3
1242,201,7.5,3,3
1243,201,5,3,1
1244,201,7.5,20,3
1245,201,5,20,1
1246,201,1000,169,10
1247,203,50,13,4
1248,203,12.5,13,2
1249,203,50,149,3
1250,203,50,43,4
1251,203,2.5,43,1
1252,204,12.5,3,3
1253,204,12.5,3,2
1254,204,10,39,1
1255,204,12.5,59,3
1256,204,12.5,59,2
1257,205,63,3,4
1258,205,25,3,3
1259,205,2.5,19,1
1260,205,63,20,4
1261,205,25,20,3
1262,205,12.5,43,3
1263,205,63,59,4
1264,205,12.5,59,3
1265,207,37.5,19,3
1266,207,100,19,10
1267,207,25,19,2
1268,207,18.75,20,3
1269,207,75,20,10
1270,207,6.25,20,2
1271,207,12.5,39,1
1272,208,10,10,2
1273,208,0,177,2
1274,208,0,178,7
1275,211,50,3,4
1276,211,12.5,3,3
1277,211,12.5,3,2
1278,211,0,141,10
1279,211,50,20,4
1280,211,25,20,3
1281,211,0,170,10
1282,211,2.5,39,1
1283,211,25,43,3
1284,211,50,59,4
1285,211,12.5,59,3
1286,211,12.5,59,2
1287,212,10,10,2
1288,212,50,66,2
1289,212,200,194,10
1290,216,12.5,39,1
1291,216,6.2999999999999998,60,2
1292,218,1600,94,10
1293,218,11,20,2
1294,218,100,3,2
1295,218,36,39,1
1296,218,100,166,10
1297,219,100,3,4
1298,219,50,17,3
1299,219,18.75,17,2
1300,219,25,17,1
1301,219,100,20,4
1302,219,25,21,3
1303,219,18.75,21,2
1304,219,30,127,1
1305,219,100,59,4
1306,220,4,39,1
1307,220,10,53,3
1308,220,20,53,2
1309,222,25,19,1
1310,222,25,126,3
1311,222,1.25,139,3
1312,222,5,143,10
1313,222,1250,146,3
1314,222,3,153,10
1315,222,50,60,1
1316,223,12.5,10,2
1317,223,12.5,10,1
1318,223,500,151,2
1319,223,25,60,3
1320,223,12.5,60,2
1321,223,25,66,3
1322,224,60,124,2
1323,224,10.199999999999999,39,1
1324,225,37.5,19,3
1325,225,100,19,10
1326,225,25,19,2
1327,225,18.75,20,3
1328,225,75,20,10
1329,225,6.25,20,2
1330,225,12.5,39,1
1331,226,5,39,1
1332,226,12.5,53,3
1333,226,25,53,2
1334,227,20,21,2
1335,227,60,21,1
1336,227,20,31,3
1337,227,20,57,3
1338,229,50,3,4
1339,229,25,3,3
1340,229,50,20,4
1341,229,25,20,3
1342,229,10,21,1
1343,229,50,43,4
1344,229,25,43,3
1345,229,5,165,10
1346,229,50,59,4
1347,229,25,59,3
1348,229,250,183,10
1349,230,13,17,2
1350,230,25,17,1
1351,230,25,20,3
1352,230,13,21,2
1353,230,1,129,3
1354,230,6,144,3
1355,230,250,159,10
1356,230,38,43,3
1357,231,100,3,4
1358,231,50,17,3
1359,231,18.75,17,2
1360,231,25,17,1
1361,231,100,20,4
1362,231,30,127,1
1363,231,25,21,3
1364,231,18.75,21,2
1365,231,100,59,4
1366,233,100,3,4
1367,233,50,17,3
1368,233,18.75,17,2
1369,233,25,17,1
1370,233,2.5,119,1
1371,233,100,20,4
1372,233,30,127,1
1373,233,25,21,3
1374,233,18.75,21,2
1375,233,0,192,10
1376,233,100,59,4
1377,235,100,3,4
1378,235,50,17,3
1379,235,18.75,17,2
1380,235,25,17,1
1381,235,100,20,4
1382,235,30,127,1
1383,235,25,21,3
1384,235,18.75,21,2
1385,235,100,59,4
1386,236,20,19,1
1387,236,20,39,1
1388,237,10,53,2
1389,237,10,53,1
1390,238,5,17,9
1391,238,2,20,5
1392,238,4,129,5
1393,238,1,17,6
1394,238,1,21,6
1395,238,0,153,7
1396,238,500,158,7
1397,238,3,43,5
1398,240,10,146,6
1399,240,12,154,6
1400,240,6,53,6
1401,241,15,3,5
1402,241,7,10,6
1403,241,4,128,6
1404,241,2,172,6
1405,242,30,10,4
1406,242,6,10,3
1407,242,6,10,2
1408,242,6,17,3
1409,242,5,17,2
1410,242,8,17,1
1411,242,60,20,4
1412,242,6,21,3
1413,242,5,21,2
1414,242,8,21,1
1415,242,30,27,4
1416,242,5,27,3
1417,242,5,27,2
1418,242,0,121,7
1419,243,100,13,3
1420,243,10,13,11
1421,243,15,13,2
1422,243,30,13,1
1423,243,100,45,3
1424,243,10,45,11
1425,243,15,45,2
1426,243,15,45,1
1427,244,6,10,1
1428,244,20,128,1
1429,244,400,150,1
1430,244,155,170,1
1431,245,200,103,10
1432,245,40,10,2
1433,245,40,82,1
1434,245,0,157,10
1435,246,0.67000000000000004,4,4
1436,246,26.670000000000002,4,1
1437,246,13.33,17,3
1438,246,13.33,17,2
1439,246,1.3300000000000001,59,4
1440,246,13.33,59,3
1441,248,400,135,10
1442,248,30,82,1
1443,248,0,190,10
1444,248,40,188,10
1445,249,0,158,7
1446,249,0,175,7
1447,250,100,3,4
1448,250,50,17,3
1449,250,18.75,17,2
1450,250,25,17,1
1451,250,100,20,4
1452,250,30,127,1
1453,250,25,21,3
1454,250,18.75,21,2
1455,250,100,59,4
1456,251,15,17,6
1457,251,40,17,3
1458,251,50,17,5
1459,251,10,20,4
1460,251,15,21,6
1461,251,10,21,4
1462,251,25,21,5
1463,252,0,132,10
1464,252,22,60,3
1465,252,22,60,1
1466,253,5,39,1
1467,253,10,115,3
1468,253,10,115,1
1469,255,20,42,3
1470,255,7,36,1
1471,255,5,53,1
1472,256,40,42,2
1473,256,20,42,1
1474,256,20,99,3
1475,256,10,139,3
1476,256,40,167,3
1477,256,20,173,3
1478,257,30,3,3
1479,257,50,3,10
1480,257,20,19,3
1481,257,50,20,10
1482,257,50,43,10
1483,257,30,59,3
1484,257,50,59,10
1485,257,1,19,2
1486,258,20,108,10
1487,258,20,124,10
1488,258,10,39,1
1489,258,4,189,10
1490,259,20,21,2
1491,259,60,21,1
1492,259,20,31,3
1493,259,20,57,3
1494,260,10,31,1
1495,260,7,36,3
1496,260,20,36,1
1497,260,2,39,1
1498,260,20,187,5
1499,261,83,20,10
1500,261,83,43,10
1501,261,33,43,5
1502,262,25,108,3
1503,262,25,124,3
1504,262,262.5,151,2
1505,262,37.5,39,1
1506,262,25,190,3
1507,263,30,3,3
1508,263,50,3,10
1509,263,20,19,3
1510,263,50,20,10
1511,263,50,43,10
1512,263,30,59,3
1513,263,50,59,10
1514,263,1,19,2
