ID,RecipeID,Weight,MaltGenericID,MaltID
85,23,1.8799999999999999,19,69
86,23,1.25,40,65
87,23,0.63,4,75
88,24,3.6299999999999999,34,276
89,24,0.31,19,69
90,24,0.31,40,65
91,25,5.7300000000000004,34,276
92,25,0.52000000000000002,4,75
93,25,0.52000000000000002,27,71
94,26,2,34,276
95,26,0.31,64,81
96,26,0.31,40,65
97,26,0.63,19,69
98,26,0.31,46,130
99,26,0.13,28,70
100,26,8.1000000000000003E-2,32,73
101,26,8.1000000000000003E-2,4,75
102,26,8.1000000000000003E-2,26,78
103,27,2.5600000000000001,34,276
104,27,0.88,19,69
105,27,0.63,40,65
106,27,0.38,29,71
107,27,0.13,29,71
108,28,7.5999999999999996,34,276
109,28,1.75,29,71
110,28,0.5,26,78
111,28,0.5,53,266
112,29,7.5999999999999996,34,276
113,29,1.75,29,71
114,29,0.5,26,78
115,29,0.5,53,266
116,30,11.25,34,276
117,30,0.5,29,71
118,30,0.5,53,266
119,30,0.5,26,78
120,32,8.1300000000000008,34,276
121,32,0.16,26,78
122,32,0.47999999999999998,15,174
123,33,0.13,40,65
124,33,0.19,19,69
125,33,5.9999999999999998E-2,29,71
126,33,2.9999999999999999E-2,4,75
127,33,0.13,29,71
128,33,5.9999999999999998E-2,26,78
129,33,5.9999999999999998E-2,64,81
130,33,0.13,57,301
131,34,3.25,34,276
132,34,0.25,19,69
133,34,0.38,40,65
134,35,3.4399999999999999,37,58
135,35,0.63,19,69
136,35,0.31,29,71
137,35,0.31,13,176
138,35,0.31,15,174
139,36,4.1500000000000004,34,276
140,36,1.1200000000000001,19,69
141,36,0.56000000000000005,29,71
142,36,0.38,26,78
143,36,0.31,53,266
144,36,0.63,64,81
145,37,7.4000000000000004,34,276
