ID,RecipeID,Weight,HopID,StepID,HopTypeID
1069,175,17.5,59,1,1
1070,176,5,31,3,1
1071,176,10,31,1,1
1072,176,10,82,3,1
1073,176,10,82,1,1
1074,176,5,44,3,1
1075,176,10,44,1,1
1076,177,70,10,4,1
1077,177,75,10,3,1
1078,177,75,10,2,1
1079,177,75,17,3,1
1080,177,25,17,2,1
1081,177,25,17,1,1
1083,177,75,21,3,1
1084,177,25,21,2,1
1085,177,25,21,1,1
1086,177,70,45,4,1
1087,177,75,45,3,1
1088,177,75,45,2,1
1089,177,70,59,4,1
1090,178,41.5,19,3,1
1091,178,41.5,19,2,1
1092,178,13.5,19,1,1
1093,179,41.5,70,3,1
1094,179,41.5,70,2,1
1095,179,2.5,70,1,1
1096,180,41.5,42,3,1
1097,180,41.5,42,2,1
1098,180,41.5,42,1,1
1099,181,41.5,55,3,1
1100,181,41.5,55,2,1
1101,181,41.5,55,1,1
1102,182,62.5,3,4,1
1103,182,25,3,3,1
1104,182,12.5,3,2,1
1105,182,62.5,20,4,1
1106,182,25,20,3,1
1107,182,25,21,1,1
1108,182,62.5,43,4,1
1109,182,25,43,3,1
1110,182,62.5,59,4,1
1111,182,25,59,3,1
1112,182,12.5,59,2,1
1113,183,7.5,2,3,1
1114,183,7.5,2,2,1
1115,183,7.5,2,1,1
1116,183,5,19,3,1
1117,183,5,19,2,1
1120,183,6,45,3,1
1121,183,12.5,59,3,1
1122,184,10,70,4,1
1123,184,17.5,70,3,1
1124,184,17.5,70,2,1
1125,184,17.5,70,1,1
1126,184,10,82,4,1
1127,184,17.5,82,3,1
1128,184,17.5,82,2,1
1129,184,17.5,82,1,1
1131,184,10,59,4,1
1132,184,17.5,60,3,1
